Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
HW518213,21145,11/02/2013 07:23:00 PM,065XX S HERMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0725,15,01A,1165794,1861315,2013,08/17/2015 03:03:40 PM,41.775032346,-87.667773179,"(41.775032346, -87.667773179)"
HW518469,21146,11/02/2013 10:49:00 PM,033XX W VAN BUREN ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,1134,28,01A,1154027,1897825,2013,08/17/2015 03:03:40 PM,41.875462318,-87.709938595,"(41.875462318, -87.709938595)"
HW519165,21148,11/03/2013 03:18:00 PM,065XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STAIRWELL,false,false,0725,17,01A,1167790,1861400,2013,08/17/2015 03:03:40 PM,41.775222974,-87.660453671,"(41.775222974, -87.660453671)"
HJ319482,2115,04/24/2003 12:01:00 AM,112XX S DR MARTIN LUTHER KING JR DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0531,9,01A,1180914,1830449,2003,08/17/2015 03:03:40 PM,41.689997885,-87.613292249,"(41.689997885, -87.613292249)"
HW520740,21150,11/04/2013 06:55:00 PM,060XX S TALMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0825,15,01A,1159744,1864455,2013,08/17/2015 03:03:40 PM,41.783775293,-87.689865635,"(41.783775293, -87.689865635)"
HW408145,21151,11/02/2013 02:42:00 PM,085XX S OGLESBY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0412,8,01A,1193319,1848862,2013,08/17/2015 03:03:40 PM,41.740231473,-87.56727815,"(41.740231473, -87.56727815)"
HW523341,21152,11/06/2013 05:25:00 PM,087XX S LOOMIS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,2222,21,01A,1168526,1846727,2013,08/17/2015 03:03:40 PM,41.734942451,-87.658177709,"(41.734942451, -87.658177709)"
HW523463,21153,11/06/2013 06:13:00 PM,014XX W 73RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0734,17,01A,1167567,1855994,2013,08/17/2015 03:03:40 PM,41.76039299,-87.661425975,"(41.76039299, -87.661425975)"
HW523463,21154,11/06/2013 07:05:00 PM,014XX W 73RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0734,17,01A,1167567,1855994,2013,08/17/2015 03:03:40 PM,41.76039299,-87.661425975,"(41.76039299, -87.661425975)"
HW529477,21155,11/11/2013 03:45:00 PM,059XX S WINCHESTER AVE,0110,HOMICIDE,FIRST DEGREE MURDER,ABANDONED BUILDING,false,false,0714,15,01A,1164373,1865287,2013,08/17/2015 03:03:40 PM,41.785962094,-87.672870548,"(41.785962094, -87.672870548)"
HW531257,21156,11/12/2013 11:45:00 PM,022XX S OAKLEY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1034,25,01A,1161389,1888905,2013,08/17/2015 03:03:40 PM,41.850835064,-87.683156152,"(41.850835064, -87.683156152)"
HW531240,21157,11/12/2013 11:53:00 PM,042XX W LAKE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1114,28,01A,1148062,1901550,2013,08/17/2015 03:03:40 PM,41.88580094,-87.731744091,"(41.88580094, -87.731744091)"
HW531925,21158,11/13/2013 02:21:00 PM,008XX W 59TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,RETAIL STORE,true,false,0712,16,01A,1171833,1865730,2013,08/17/2015 03:03:40 PM,41.78701723,-87.645505595,"(41.78701723, -87.645505595)"
HW532767,21159,11/14/2013 09:18:00 AM,082XX S DREXEL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0631,8,01A,1183669,1850542,2013,08/17/2015 03:03:40 PM,41.745071859,-87.602581859,"(41.745071859, -87.602581859)"
HJ319556,2116,04/24/2003 01:45:00 AM,016XX W 91ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,2221,21,01A,1167098,1844350,2003,08/17/2015 03:03:40 PM,41.72845023,-87.663477083,"(41.72845023, -87.663477083)"
HW533515,21160,11/14/2013 06:53:00 PM,066XX S STONY ISLAND AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0321,5,01A,1188012,1861466,2013,08/17/2015 03:03:40 PM,41.774945985,-87.586321063,"(41.774945985, -87.586321063)"
HW536620,21162,11/18/2013 10:17:00 PM,016XX W 44TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0924,12,01A,1165926,1875531,2013,08/17/2015 03:03:40 PM,41.814039965,-87.666885274,"(41.814039965, -87.666885274)"
HW538736,21163,11/18/2013 07:07:00 PM,048XX N LINCOLN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,true,false,2031,47,01A,1159378,1932284,2013,08/17/2015 03:03:40 PM,41.969911966,-87.689341576,"(41.969911966, -87.689341576)"
HW533683,21164,11/15/2013 01:30:00 PM,030XX S KARLOV AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1031,22,01A,1149530,1884087,2013,08/17/2015 03:03:40 PM,41.837851998,-87.726806285,"(41.837851998, -87.726806285)"
HW540050,21165,09/21/2013 09:00:00 AM,056XX S NEENAH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0811,23,01A,1133680,1866465,2013,08/17/2015 03:03:40 PM,41.789786609,-87.785380558,"(41.789786609, -87.785380558)"
HW540050,21166,09/21/2013 09:00:00 AM,056XX S NEENAH AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0811,23,01A,1133680,1866465,2013,08/17/2015 03:03:40 PM,41.789786609,-87.785380558,"(41.789786609, -87.785380558)"
HW542119,21167,11/21/2013 10:15:00 AM,029XX W CERMAK RD,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,1033,12,01A,1156930,1889242,2013,08/17/2015 03:03:40 PM,41.851851308,-87.699512514,"(41.851851308, -87.699512514)"
HW544686,21168,11/23/2013 02:47:00 AM,024XX E 100TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0431,7,01A,1193956,1839132,2013,08/17/2015 03:03:40 PM,41.713515873,-87.565262394,"(41.713515873, -87.565262394)"
HW545826,21169,11/23/2013 11:50:00 PM,027XX E 80TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,VESTIBULE,false,false,0422,7,01A,1195696,1852450,2013,08/17/2015 03:03:40 PM,41.750018835,-87.558450905,"(41.750018835, -87.558450905)"
HJ319693,2117,04/24/2003 07:00:00 AM,048XX N MILWAUKEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,RESTAURANT,true,false,1623,45,01A,1139605,1931953,2003,08/17/2015 03:03:40 PM,41.969388501,-87.762056504,"(41.969388501, -87.762056504)"
HW546839,21170,11/25/2013 03:23:00 AM,029XX W JACKSON BLVD,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1124,28,01A,1156642,1898547,2013,08/17/2015 03:03:40 PM,41.877391038,-87.700317732,"(41.877391038, -87.700317732)"
HW549623,21171,11/27/2013 03:12:00 AM,075XX N GREENVIEW AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2422,49,01A,1164982,1950079,2013,08/17/2015 03:03:40 PM,42.018624468,-87.668227301,"(42.018624468, -87.668227301)"
HW550926,21172,11/28/2013 05:22:00 AM,048XX N MOODY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,1622,45,01A,1134197,1931878,2013,08/17/2015 03:03:40 PM,41.969279924,-87.781943859,"(41.969279924, -87.781943859)"
HW553139,21173,11/30/2013 01:07:00 PM,031XX W ARTHINGTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,VACANT LOT,true,false,1134,24,01A,1155657,1895870,2013,08/17/2015 03:03:40 PM,41.870064953,-87.704006463,"(41.870064953, -87.704006463)"
HW554687,21174,12/01/2013 07:21:00 PM,111XX S VERNON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0531,9,01A,1181222,1831227,2013,08/17/2015 03:03:40 PM,41.692125755,-87.612140815,"(41.692125755, -87.612140815)"
HW555914,21176,12/02/2013 06:38:00 PM,113XX S EDBROOKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0531,9,01A,1179228,1829665,2013,08/17/2015 03:03:40 PM,41.687884984,-87.619488481,"(41.687884984, -87.619488481)"
HW557662,21177,12/03/2013 09:27:00 PM,116XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0524,34,01A,1168760,1827458,2013,08/17/2015 03:03:40 PM,41.682060252,-87.657874171,"(41.682060252, -87.657874171)"
HW515619,21178,11/11/2013 11:50:00 AM,001XX E 117TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0532,9,01A,1179258,1827060,2013,08/17/2015 03:03:40 PM,41.680735801,-87.619457678,"(41.680735801, -87.619457678)"
HW562846,21179,12/08/2013 02:00:00 AM,057XX W BLOOMINGDALE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2531,29,01A,1137927,1911258,2013,08/17/2015 03:03:40 PM,41.912629827,-87.76872782,"(41.912629827, -87.76872782)"
HJ320430,2118,04/24/2003 01:55:00 PM,015XX S DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1021,24,01A,1152953,1892313,2003,08/17/2015 03:03:40 PM,41.860358116,-87.714027937,"(41.860358116, -87.714027937)"
HW563459,21180,12/08/2013 02:48:00 PM,003XX W 60TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0711,20,01A,1174939,1864831,2013,08/17/2015 03:03:40 PM,41.784481529,-87.634144157,"(41.784481529, -87.634144157)"
HW565544,21181,12/10/2013 03:42:00 PM,070XX S PAXTON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0331,5,01A,1192102,1858550,2013,08/17/2015 03:03:40 PM,41.766845795,-87.571422669,"(41.766845795, -87.571422669)"
HW565869,21182,12/10/2013 05:15:00 PM,112XX S ADA ST,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,2234,34,01A,1169344,1830008,2013,08/17/2015 03:03:40 PM,41.689045293,-87.655662965,"(41.689045293, -87.655662965)"
HW567499,21183,12/11/2013 11:20:00 PM,054XX S BISHOP ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,0934,16,01A,1167593,1868614,2013,08/17/2015 03:03:40 PM,41.795023298,-87.660969048,"(41.795023298, -87.660969048)"
HW567559,21184,12/12/2013 04:45:00 AM,019XX N SPAULDING AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1422,35,01A,1153824,1912972,2013,08/17/2015 03:03:40 PM,41.917031177,-87.710280067,"(41.917031177, -87.710280067)"
HW568137,21185,12/12/2013 02:30:00 PM,000XX E 102ND PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,9,01A,1178521,1837025,2013,08/17/2015 03:03:40 PM,41.70809791,-87.621854148,"(41.70809791, -87.621854148)"
HW570216,21186,12/14/2013 01:09:00 AM,007XX E 67TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0321,20,01A,1182231,1860747,2013,08/17/2015 03:03:40 PM,41.773108823,-87.60753538,"(41.773108823, -87.60753538)"
HW570213,21187,12/14/2013 01:25:00 AM,003XX N CENTRAL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,true,false,1512,29,01A,1138984,1901661,2013,08/17/2015 03:03:40 PM,41.886275336,-87.765078145,"(41.886275336, -87.765078145)"
HW571408,21189,12/15/2013 07:31:00 AM,043XX W CULLERTON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1012,24,01A,1147743,1890066,2013,08/17/2015 03:03:40 PM,41.854293599,-87.733210366,"(41.854293599, -87.733210366)"
HJ320635,2119,04/24/2003 03:50:00 PM,062XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0714,15,01A,1166079,1863357,2003,08/17/2015 03:03:40 PM,41.780629799,-87.666670374,"(41.780629799, -87.666670374)"
HW571995,21190,12/15/2013 06:35:00 PM,096XX S MERRION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,true,0431,7,01A,1192668,1841564,2013,08/17/2015 03:03:40 PM,41.720220956,-87.569900451,"(41.720220956, -87.569900451)"
HW574749,21191,12/18/2013 11:39:00 PM,026XX S TRUMBULL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1032,22,01A,1153793,1886207,2013,08/17/2015 03:03:40 PM,41.843585868,-87.711106901,"(41.843585868, -87.711106901)"
HW576262,21192,12/19/2013 02:53:00 AM,053XX S TALMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0923,14,01A,1159608,1869248,2013,08/17/2015 03:03:40 PM,41.796930727,-87.690232814,"(41.796930727, -87.690232814)"
HW576284,21193,12/19/2013 05:18:00 AM,070XX S EAST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0332,5,01A,1188993,1858675,2013,08/17/2015 03:03:40 PM,41.767263813,-87.582814197,"(41.767263813, -87.582814197)"
HW576296,21194,12/19/2013 05:20:00 AM,067XX S EAST END AVE,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,0332,5,01A,1188693,1860699,2013,08/17/2015 03:03:40 PM,41.772825015,-87.583849157,"(41.772825015, -87.583849157)"
HW576849,21195,12/19/2013 03:34:00 PM,077XX S STEWART AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0623,17,01A,1174968,1853571,2013,08/17/2015 03:03:40 PM,41.753582154,-87.634373327,"(41.753582154, -87.634373327)"
HW577067,21196,12/19/2013 05:13:00 PM,056XX W CHICAGO AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1511,29,01A,1138720,1904782,2013,08/17/2015 03:03:40 PM,41.894844546,-87.765971847,"(41.894844546, -87.765971847)"
HW578691,21197,12/20/2013 10:07:00 PM,028XX N TALMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1411,1,01A,1158219,1918755,2013,08/17/2015 03:03:40 PM,41.932811401,-87.69397438,"(41.932811401, -87.69397438)"
HW578997,21198,12/21/2013 06:30:00 PM,048XX W DEMING PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2521,31,01A,1143702,1916531,2013,08/17/2015 03:03:40 PM,41.926993203,-87.747379302,"(41.926993203, -87.747379302)"
HW579790,21199,12/21/2013 07:20:00 PM,079XX S LAFAYETTE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0623,17,01A,1177314,1852509,2013,08/17/2015 03:03:40 PM,41.750615278,-87.625808133,"(41.750615278, -87.625808133)"
HJ320635,2120,04/24/2003 03:30:00 PM,062XX S PAULINA ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,true,0714,15,01A,1166079,1863357,2003,08/17/2015 03:03:40 PM,41.780629799,-87.666670374,"(41.780629799, -87.666670374)"
HW581162,21200,12/23/2013 03:22:00 AM,034XX W 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0831,18,01A,1154763,1856657,2013,08/17/2015 03:03:40 PM,41.762477222,-87.708335719,"(41.762477222, -87.708335719)"
HW581677,21201,12/23/2013 01:20:00 PM,004XX W 117TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0522,34,01A,1175296,1827320,2013,08/17/2015 03:03:40 PM,41.681538451,-87.633952795,"(41.681538451, -87.633952795)"
HW582207,21202,12/23/2013 08:33:00 PM,023XX N RIDGEWAY AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,false,false,2525,35,01A,1150992,1915262,2013,08/17/2015 03:03:40 PM,41.923371128,-87.720624784,"(41.923371128, -87.720624784)"
HW583344,21203,12/25/2013 02:23:00 AM,025XX N KILDARE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2524,31,01A,1147290,1916533,2013,08/17/2015 03:03:40 PM,41.926930651,-87.73419476,"(41.926930651, -87.73419476)"
HW583350,21204,12/25/2013 08:34:00 AM,012XX W 73RD PL,0110,HOMICIDE,FIRST DEGREE MURDER,HALLWAY,false,false,0734,17,01A,1169220,1856042,2013,08/17/2015 03:03:40 PM,41.760489118,-87.655366295,"(41.760489118, -87.655366295)"
HW584825,21205,12/26/2013 08:01:00 PM,016XX S CENTRAL PARK AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,1014,24,01A,1152643,1891514,2013,08/17/2015 03:03:40 PM,41.858171698,-87.715186993,"(41.858171698, -87.715186993)"
HW584861,21206,12/26/2013 08:14:00 PM,007XX S KILBOURN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1131,24,01A,1146449,1896134,2013,12/09/2015 04:02:29 PM,41.870969673,-87.737805425,"(41.870969673, -87.737805425)"
HW585094,21207,12/27/2013 03:40:00 AM,059XX W MIDWAY PARK,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,true,false,1512,29,01A,1136645,1902627,2013,08/17/2015 03:03:40 PM,41.888968348,-87.773644504,"(41.888968348, -87.773644504)"
HW586359,21208,12/28/2013 04:09:00 AM,045XX S INDIANA AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0215,3,01A,1178359,1875038,2013,08/17/2015 03:03:40 PM,41.812413484,-87.621295162,"(41.812413484, -87.621295162)"
HW588498,21209,12/30/2013 02:05:00 AM,013XX W CERMAK RD,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,false,false,1235,25,01A,1167940,1889544,2013,08/17/2015 03:03:40 PM,41.852449912,-87.659094296,"(41.852449912, -87.659094296)"
HJ318080,2121,04/17/2003 04:30:00 PM,032XX N LAKE SHORE DR,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,2332,44,01A,1173062,1921867,2003,08/17/2015 03:03:40 PM,41.941034149,-87.639335535,"(41.941034149, -87.639335535)"
HW590546,21211,12/31/2013 08:18:00 PM,071XX S VINCENNES AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARKING LOT,false,false,0731,6,01A,1176581,1857588,2013,08/17/2015 03:03:40 PM,41.764569155,-87.628341654,"(41.764569155, -87.628341654)"
HX102390,21212,01/03/2014 04:08:00 PM,003XX W 114TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0522,34,01A,1176200,1829335,2014,08/17/2015 03:03:40 PM,41.687047734,-87.630583507,"(41.687047734, -87.630583507)"
HX104147,21213,01/05/2014 05:40:00 AM,005XX E 38TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0212,4,01A,1180426,1879579,2014,08/17/2015 03:03:40 PM,41.824827097,-87.613573964,"(41.824827097, -87.613573964)"
HX105434,21214,01/06/2014 11:12:00 PM,029XX W 63RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,true,0823,15,01A,1157677,1862720,2014,08/17/2015 03:03:40 PM,41.779056401,-87.697491099,"(41.779056401, -87.697491099)"
HX107078,21215,01/08/2014 05:24:00 PM,064XX S CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0825,15,01A,1160811,1861976,2014,08/17/2015 03:03:40 PM,41.776950596,-87.686022023,"(41.776950596, -87.686022023)"
HX111217,21216,01/12/2014 12:05:00 AM,062XX S ST LAWRENCE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0313,20,01A,1181306,1863840,2014,08/17/2015 03:03:40 PM,41.781617685,-87.610830908,"(41.781617685, -87.610830908)"
HJ171573,2122,04/24/2003 09:00:00 AM,032XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0924,11,01A,1172164,1883313,2003,08/17/2015 03:03:40 PM,41.835259466,-87.643774682,"(41.835259466, -87.643774682)"
HX114974,21220,01/15/2014 01:25:00 AM,039XX W CONGRESS PKWY,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1132,24,01A,1150305,1897404,2014,08/17/2015 03:03:40 PM,41.874380415,-87.723615426,"(41.874380415, -87.723615426)"
HX115965,21221,01/15/2014 07:24:00 PM,032XX W 23RD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1024,22,01A,1154924,1888527,2014,08/17/2015 03:03:40 PM,41.84992966,-87.706894241,"(41.84992966, -87.706894241)"
HX116487,21222,01/16/2014 11:59:00 AM,070XX S HALSTED ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0733,6,01A,1172181,1858279,2014,08/17/2015 03:03:40 PM,41.766563171,-87.644448488,"(41.766563171, -87.644448488)"
HX118283,21223,01/17/2014 05:22:00 PM,049XX W HURON ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1531,37,01A,1143296,1904188,2014,08/17/2015 03:03:40 PM,41.893130275,-87.749180085,"(41.893130275, -87.749180085)"
HX118404,21224,01/17/2014 08:06:00 PM,082XX S PRINCETON AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PARK PROPERTY,false,false,0622,21,01A,1175724,1850184,2014,08/17/2015 03:03:40 PM,41.744270923,-87.631704085,"(41.744270923, -87.631704085)"
HX116936,21225,01/18/2014 05:45:00 AM,062XX S CAMPBELL AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0825,15,01A,1160773,1863303,2014,08/17/2015 03:03:40 PM,41.780592853,-87.686124717,"(41.780592853, -87.686124717)"
HX121804,21228,01/21/2014 04:42:00 AM,043XX N MILWAUKEE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1624,45,01A,1142062,1928204,2014,08/17/2015 03:03:40 PM,41.959055616,-87.753115331,"(41.959055616, -87.753115331)"
HX123611,21229,01/22/2014 01:25:00 PM,069XX S RACINE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,0734,17,01A,1169518,1858800,2014,08/17/2015 03:03:40 PM,41.768050974,-87.654194307,"(41.768050974, -87.654194307)"
HJ321718,2123,04/25/2003 08:39:00 AM,010XX E 72ND ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0324,5,01A,1184302,1857487,2003,08/17/2015 03:03:40 PM,41.764114864,-87.600045579,"(41.764114864, -87.600045579)"
HX123338,21230,01/22/2014 09:50:00 AM,070XX S CLAREMONT AVE,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,false,false,0832,17,01A,1161951,1857903,2014,08/17/2015 03:03:40 PM,41.765750089,-87.68195588,"(41.765750089, -87.68195588)"
HX126814,21231,01/25/2014 02:55:00 AM,038XX W 26TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1013,22,01A,1151032,1886445,2014,08/17/2015 03:03:40 PM,41.844293415,-87.721233042,"(41.844293415, -87.721233042)"
HX126764,21232,01/25/2014 12:52:00 AM,051XX S UNION AVE,0110,HOMICIDE,FIRST DEGREE MURDER,TAVERN,true,false,0935,3,01A,1172506,1870894,2014,08/17/2015 03:03:40 PM,41.801173,-87.642885948,"(41.801173, -87.642885948)"
HX128524,21233,01/26/2014 04:48:00 PM,041XX W 30TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1031,22,01A,1149286,1884390,2014,08/17/2015 03:03:40 PM,41.838688195,-87.727693803,"(41.838688195, -87.727693803)"
HJ323706,2124,04/26/2003 12:23:00 AM,009XX N MOZART ST,0110,HOMICIDE,FIRST DEGREE MURDER,AUTO,true,false,1311,26,01A,1157212,1906235,2003,08/17/2015 03:03:40 PM,41.898476071,-87.698015846,"(41.898476071, -87.698015846)"
HJ323487,2125,04/25/2003 10:40:00 PM,008XX E 100TH PL,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0511,8,01A,1183742,1838256,2003,08/17/2015 03:03:40 PM,41.711355961,-87.602696494,"(41.711355961, -87.602696494)"
HX131480,21259,01/29/2014 01:37:00 PM,007XX E 79TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,true,false,0624,6,01A,1182466,1852785,2014,08/17/2015 03:03:40 PM,41.751254843,-87.606920408,"(41.751254843, -87.606920408)"
HJ323517,2126,04/26/2003 09:55:00 PM,015XX S DRAKE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,PORCH,false,false,1021,24,01A,1152955,1892266,2003,08/17/2015 03:03:40 PM,41.860229103,-87.71402184,"(41.860229103, -87.71402184)"
HJ323858,2127,04/26/2003 04:51:00 AM,013XX W 15TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,CHA APARTMENT,true,true,1231,2,01A,1167637,1892859,2003,08/17/2015 03:03:40 PM,41.861553084,-87.660110993,"(41.861553084, -87.660110993)"
HX134921,21270,02/01/2014 03:19:00 AM,019XX S WOOD ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1234,25,01A,1164676,1890694,2014,08/17/2015 03:03:40 PM,41.855675323,-87.67104156,"(41.855675323, -87.67104156)"
HX138414,21271,02/04/2014 02:11:00 AM,076XX S WALLACE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0621,17,01A,1173583,1854249,2014,08/17/2015 03:03:40 PM,41.755473435,-87.639428796,"(41.755473435, -87.639428796)"
HX135032,21273,02/04/2014 12:55:00 PM,032XX W ARMITAGE AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,1421,35,01A,1154085,1913098,2014,08/17/2015 03:03:40 PM,41.917371725,-87.70931778,"(41.917371725, -87.70931778)"
HX140222,21274,02/05/2014 04:33:00 PM,067XX N CLARK ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,2432,49,01A,1163756,1944993,2014,08/17/2015 03:03:40 PM,42.004694436,-87.672883168,"(42.004694436, -87.672883168)"
HX140789,21275,02/06/2014 03:15:00 AM,081XX S MARSHFIELD AVE,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,0614,21,01A,1166759,1850709,2014,08/17/2015 03:03:40 PM,41.745907494,-87.664537893,"(41.745907494, -87.664537893)"
HX142789,21276,02/07/2014 01:52:00 PM,025XX W 45TH ST,0110,HOMICIDE,FIRST DEGREE MURDER,HOUSE,true,false,0922,12,01A,1160280,1874753,2014,08/17/2015 03:03:40 PM,41.812023326,-87.687616836,"(41.812023326, -87.687616836)"
HX144647,21277,02/09/2014 05:30:00 AM,045XX W MONROE ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1113,28,01A,1146071,1899277,2014,08/17/2015 03:03:40 PM,41.879601631,-87.739113326,"(41.879601631, -87.739113326)"
HX145191,21278,02/09/2014 04:14:00 PM,013XX W HASTINGS ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,true,false,1233,2,01A,1167698,1893852,2014,08/17/2015 03:03:40 PM,41.864276646,-87.659858479,"(41.864276646, -87.659858479)"
